source_wordpress_id,source_surecart_product_id,slug,official_product_name,currency,current_price,sale_price,is_on_sale,collections,source_url,image_urls,short_description,full_description,ingredients,allergens,nutritional_information,shelf_life,storage_instructions,usage_instructions,primary_packaging,weight_format,certifications_dietary_claims,organoleptic_characteristics,source_stock_enabled,source_available_stock,source_allow_out_of_stock_purchases,source_shipping_enabled,source_last_modified,audit_date
3016,7a1b8cff-67fb-4f4c-ab71-eb93e2ce002d,crema-carciofi-tartufo-nero,Crema di carciofi e tartufo nero estivo senza glutine 170 gr,EUR,11.7,,false,Salse con tartufo,https://ugolinigourmet.it/prodotto/crema-carciofi-tartufo-nero/,https://ugolinigourmet.it/wp-content/uploads/2023/01/9296-crema-carciofi-tartufo-nero-estivo-ugolini-gourmet-2-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9296-crema-carciofi-tartufo-nero-estivo-ugolini-gourmet-1-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9296-crema-carciofi-tartufo-nero-estivo-ugolini-gourmet-3-scaled.jpg,"La nostra Crema di carciofi con tartufo nero estivo al 5% è una deliziosa e raffinata preparazione culinaria, ideale per arricchire i tuoi piatti con un connubio di sapori unici e prelibati. Questa crema è stata sapientemente creata per offrirti una combinazione irresistibile tra la delicatezza dei carciofi e la preziosità del tartufo nero estivo.","La nostra Crema di carciofi con tartufo nero estivo al 5% è una deliziosa e raffinata preparazione culinaria, ideale per arricchire i tuoi piatti con un connubio di sapori unici e prelibati. Questa crema è stata sapientemente creata per offrirti una combinazione irresistibile tra la delicatezza dei carciofi e la preziosità del tartufo nero estivo.","Carciofi 65%, olio extra vergine di oliva, Tartufo estivo 5% (Tuber aestivum Vitt.), sale, aroma, prezzemolo, pepe. Il prodotto non contiene OGM.","Il prodotto non contiene sostanze allergeniche o prodotti contenenti tali componenti. Durante la raccolta, il trasferimento e l’elaborazione, il prodotto non è soggetto ad alcun rischio di contaminazione incrociata. Senza glutine.","Energia: 1141 kJ / 277 kcal
Grassi: 28,1 gr di cui acidi grassi saturi 3,9 gr
Carboidrati: 2,2 gr di cui zuccheri 1,2 gr
Proteine: 1,8 gr",36 mesi.,,"Per sfruttare in modo ottimale le qualità del prodotto, si consiglia di utilizzare una quantità di 35/40 g di prodotto per persona, ripassandola insieme alla pasta direttamente in padella. Se gradito, aggiungere il parmigiano. È ideale come condimento per crostini e primi piatti.",Vaso vetro + capsula in banda stagnata.,170 gr,senza glutine | non contiene OGM,"Consistenza: grana fine
Colore: crema tendente al giallo
Odore: tipico del prodotto, intenso di tartufo
Gusto: tipico e piacevole
Consistenza: compatta e densa
Stato: solido",true,40,false,true,2024-11-12T05:37:07,2026-08-24
3019,24e17f6f-a463-4bb0-a4e3-94707add51d8,ketchup-tartufo-estivo,Ketchup e tartufo estivo senza glutine 90 gr,EUR,8.15,,false,Salse con tartufo,https://ugolinigourmet.it/prodotto/ketchup-tartufo-estivo/,https://ugolinigourmet.it/wp-content/uploads/2023/01/9289-ketchup-tartufo-estivo-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9289-ketchup-tartufo-estivo-ugolini-gourmet-2-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9289-ketchup-tartufo-estivo-ugolini-gourmet-3-scaled.jpg,"La nostra crema compatta al ketchup con tartufo nero estivo al 3% è una delizia culinaria che unisce il gusto intenso del ketchup con l’aroma pregiato del tartufo nero estivo. Questa crema ha una consistenza setosa e una versatilità senza pari, rendendola perfetta per una varietà di piatti e preparazioni.","La nostra crema compatta al ketchup con tartufo nero estivo al 3% è una delizia culinaria che unisce il gusto intenso del ketchup con l’aroma pregiato del tartufo nero estivo. Questa crema ha una consistenza setosa e una versatilità senza pari, rendendola perfetta per una varietà di piatti e preparazioni.

Il ketchup è la base di questa crema, realizzato con concentrato di pomodoro di alta qualità, zucchero, aceto di vino e aromi naturali. Il suo sapore dolce e leggermente acidulo si sposa alla perfezione con il tartufo nero estivo, creando un connubio di sapori unico ed equilibrato.

Il tartufo nero estivo al 3% è il segreto di questa crema, conferendo un tocco di lusso e raffinatezza a ogni piatto. Il suo aroma terroso e il sapore leggermente nocciolato si fondono armoniosamente con il ketchup, trasformandolo in un condimento gourmet irresistibile.","Ketchup (concentrato di pomodoro 50%, acqua, zucchero, aceto di vino, sale, aromi naturali, addensanti: gomma di xanthan e gomma di guar), Tartufo estivo 3% (Tuber aestivum Vitt.), sale, aroma. Acidificante: Acido lattico E270. Il prodotto non contiene OGM.","Il prodotto non contiene sostanze allergeniche o prodotti contenenti tali componenti. Durante la raccolta, il trasferimento e l’elaborazione, il prodotto non è soggetto ad alcun rischio di contaminazione incrociata. Senza glutine.","Energia: 423 kJ / 100 kcal
Grassi: 1 gr di cui acidi grassi saturi 0,5 gr
Carboidrati: 21 gr di cui zuccheri 15 gr
Proteine: 1,8 gr
Fibre: 0,6 gr
Sale: 2,0 gr",12 mesi.,,"Ideale per condire carne, piatti freddi, carni bollite, insalate.",Vaso vetro + capsula in banda stagnata.,90 gr,senza glutine | non contiene OGM,"Consistenza: crema compatta
Colore: rosso
Odore: tipico del tartufo
Gusto: naturale, tipico e piacevole
Stato: solido",true,28,false,true,2024-11-12T05:37:08,2026-08-24
3020,2c4afa1c-2912-4ecb-8518-fa5e567c4a10,olio-tartufo-bianco,Olio extra vergine di oliva al tartufo bianco 250 ml,EUR,8.97,,false,Olio al tartufo,https://ugolinigourmet.it/prodotto/olio-tartufo-bianco/,https://ugolinigourmet.it/wp-content/uploads/2023/01/9371-olio-extra-vergine-di-oliva-al-tartufo-bianco-ugolini-gourmet-250ml-squared-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9371-olio-extra-vergine-di-oliva-al-tartufo-bianco-ugolini-gourmet-7-scaled.jpg,"Condimento aromatizzato al tartufo bianco a base di olio extra vergine di oliva. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.","Condimento aromatizzato al tartufo bianco a base di olio extra vergine di oliva. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.

Questo sublime condimento aromatizzato al tartufo bianco, con la sua base di olio extra vergine di oliva, è una vera prelibatezza culinaria. Il suo gusto raffinato e l’aroma inconfondibile del tartufo bianco lo rendono perfetto per elevare il sapore di numerosi piatti, trasformando ogni preparazione in una vera e propria esperienza gourmet.

L’olio extra vergine di oliva, selezionato con cura per la sua qualità superiore e il gusto fruttato, costituisce la base ideale per accogliere il profumo avvolgente del tartufo bianco. Questa fusione di sapori crea una sinergia gastronomica unica, che rende ogni piatto speciale e memorabile.",,,,,,"Per sfruttare in modo ottimale le qualità del prodotto, si consiglia di utilizzare un cucchiaino di olio per persona. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.",Bottiglia di vetro.,250 ml,,"Aspetto: liquido
Colore: varia dal verde al giallo
Odore: caratteristico del tartufo
Gusto: fruttato, maturo
Consistenza: liquida Stato: liquido",true,199,false,true,2024-11-12T05:37:08,2026-08-24
3021,99ea0e43-155e-4bad-8801-4842f53f0099,olio-tartufo-nero,Olio extra vergine di oliva al tartufo nero 250 ml,EUR,8.7,,false,Olio al tartufo,https://ugolinigourmet.it/prodotto/olio-tartufo-nero/,https://ugolinigourmet.it/wp-content/uploads/2023/01/9364-olio-extra-vergine-di-oliva-al-tartufo-nero-ugolini-gourmet-8-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/9364-olio-extra-vergine-di-oliva-al-tartufo-nero-ugolini-gourmet-250ml-7-scaled.jpg,"Condimento aromatizzato al tartufo nero a base di olio extra vergine di oliva. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.","Condimento aromatizzato al tartufo nero a base di olio extra vergine di oliva. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.

Questo prelibato condimento aromatizzato al tartufo nero, con la sua base di olio extra vergine di oliva, è un’esperienza culinaria di puro piacere. La sua raffinatezza e versatilità lo rendono perfetto per esaltare il gusto di molte pietanze, donando loro un tocco di lusso e prelibatezza.

L’olio extra vergine di oliva, con la sua qualità superiore e il gusto fruttato, forma la base perfetta per accogliere l’aroma inconfondibile del tartufo nero. Questa sinergia di sapori è un vero e proprio inno alla bontà gastronomica, che trasforma ogni piatto in un’esperienza indimenticabile.",,,,,,"Per sfruttare in modo ottimale le qualità del prodotto, si consiglia di utilizzare un cucchiaino di olio per persona. È ideale come condimento per crostini e ripieni per antipasti primi e secondi piatti, frittate e comunque come base per tutte le pietanze al tartufo.",Bottiglia di vetro.,250 ml,,"Aspetto: liquido
Colore: varia dal verde al giallo
Odore: caratteristico del tartufo
Gusto: fruttato, maturo
Consistenza: liquida Stato: liquido",true,193,false,true,2024-11-12T05:37:09,2026-08-24
3024,6d76d8e1-0951-4d4a-913f-248eb5374b35,pesto-genovese,Pesto alla Genovese senza glutine 180 gr,EUR,3.45,,false,Pesto,https://ugolinigourmet.it/prodotto/pesto-genovese/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-4.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-5.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-6.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-7.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-8.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-9.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8800-pesto-alla-genovese-ugolini-gourmet-10.jpg,Il Pesto alla Genovese si prepara con l’utilizzo solo di basilico italiano (36%). Il profumo delicato di basilico si unisce ad una forte nota di un ottimo formaggio italiano: Pecorino. È in questo modo che tutti gli ingredienti si sposino per creare una ricetta dalla consistenza più densa: ideale per entrambi i primi piatti e salse spalmabili.,"Il Pesto alla Genovese si prepara con l’utilizzo solo di basilico italiano (36%). Il profumo delicato di basilico si unisce ad una forte nota di un ottimo formaggio italiano: Pecorino. È in questo modo che tutti gli ingredienti si sposino per creare una ricetta dalla consistenza più densa: ideale per entrambi i primi piatti e salse spalmabili.

Il Pesto alla Genovese è la scelta perfetta per condire entrambi i primi piatti e salse spalmabili. Le paste, dai formati più vari, si trasformano in autentiche opere d’arte culinaria, mentre le salse spalmabili arricchiscono ogni piatto, rendendolo un’esperienza unica e indimenticabile.

Scopri il piacere di utilizzare il Pesto alla Genovese in cucina e lasciati conquistare dalla sua bontà e raffinatezza. Condividi con i tuoi cari questa esperienza culinaria unica e goditi il privilegio di gustare il pesto italiano, una vera eccellenza della gastronomia. Il Pesto alla Genovese trasformerà ogni pasto in una festa per il palato, rendendo la tua tavola un luogo di raffinata delizia culinaria.","Olio di semi di girasole, basilico italiano (36%), anacardi, sale, formaggio Pecorino Romano DOP (latte di pecora, sale, caglio), pinoli, aglio, antiossidante: acido ascorbico; correttore di acidità: acido citrico. Il prodotto non contiene OGM.",Contiene: frutta a guscio e latte. Può contenere tracce di altra frutta a guscio e arachidi. Senza Glutine.,"Energia: 1963 kJ / 476 kcal
Grassi: 48 gr di cui acidi grassi saturi 6,5 gr
Carboidrati: 4,6 gr di cui zuccheri 1,9 gr
Proteine: 5,2 gr
Sale: 2,4 gr",Da consumare entro 24 mesi. Shelf life garantita: 3/4 (18 mesi).,,"Tal quale, pronto all’uso.",Vaso vetro + capsula in banda stagnata.,180 gr,senza glutine | non contiene OGM,"Consistenza: cremosa
Colore: verde scuro
Odore: tipico del basilico
Sapore: tipico del basilico",true,410,false,true,2024-11-12T05:37:09,2026-08-24
3027,7d1e1693-b3aa-4a15-8657-45bcb1643554,pesto-tartufo-nero,Pesto al tartufo nero senza glutine 180 gr,EUR,4.56,,false,Pesto | Salse con tartufo,https://ugolinigourmet.it/prodotto/pesto-tartufo-nero/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8794-pesto-al-tartufo-nero-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8794-pesto-al-tartufo-nero-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8794-pesto-al-tartufo-nero-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2022/05/pesto-al-tartufo-nero-ugolini-gourmet-4.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8794-pesto-al-tartufo-nero-ugolini-gourmet-5.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8794-pesto-al-tartufo-nero-ugolini-gourmet-6-scaled.jpg,"Il Pesto al tartufo nero nasce dall’idea di arricchire il nostro classico pesto genovese con uno degli ingredienti più preziosi della terra: il tartufo nero. Semplicità ed eleganza che uniti in una ricetta unica ne fanno un prodotto delicato. Ideale per antipasti ma anche per primi piatti, trofie, gnocchi e… perché no? Con un semplice pureè. Con tartufo e pesto puoi arricchire anche il piatto più semplice.","Il Pesto al tartufo nero nasce dall’idea di arricchire il nostro classico pesto genovese con uno degli ingredienti più preziosi della terra: il tartufo nero. Semplicità ed eleganza che uniti in una ricetta unica ne fanno un prodotto delicato. Ideale per antipasti ma anche per primi piatti, trofie, gnocchi e… perché no? Con un semplice pureè. Con tartufo e pesto puoi arricchire anche il piatto più semplice.","Olio di semi di girasole, basilico Italiano 35%, anacardi, sale, tartufo d’estate 1% (Tuber aestivum Vitt.), formaggio Pecorino Romano DOP (latte di pecora, sale, caglio), pinoli, aglio, aroma, antiossidante: acido ascorbico, correttore di acidità: acido citrico. Il prodotto non contiene OGM.",Contiene: frutta a guscio e latte. Può contenere tracce di altra frutta a guscio e arachidi. Senza Glutine.,"Energia: 1963 kJ / 476 kcal
Grassi: 48 gr di cui acidi grassi saturi 6,5 gr
Carboidrati: 4,6 gr di cui zuccheri 1,9 gr
Proteine: 5,2 gr
Sale: 2,4 gr",Da consumare entro 24 mesi. Shelf life garantita: 3/4 (18 mesi).,,"Tal quale, pronto all’uso.",Vaso vetro + capsula in banda stagnata.,180 gr,senza glutine | non contiene OGM,"Consistenza: cremosa
Colore: verde scuro
Odore: tipico del basilico e del tartufo
Sapore: tipico del basilico e del tartufo",true,300,false,true,2024-11-12T05:37:10,2026-08-24
3028,f5f4fe80-bf8c-4f97-8d28-de8bc50fb92b,pesto-rosso-bio,Pesto rosso bio senza glutine 180 gr,EUR,4.95,,false,Pesto,https://ugolinigourmet.it/prodotto/pesto-rosso-bio/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-4.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-5.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-6.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-7.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-8-scaled.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8886-pesto-rosso-bio-ugolini-gourmet-9-scaled.jpg,"Pesto rosso bio, una ricetta che si conserva a temperatura ambiente per 18 mesi, preparato con materie prime derivate interamente da agricoltura biologica e lavorate interamente con olio extra vergine di oliva, polpa di pomodoro italiano e pomodori secchi. Semplicemente un prodotto eccezionale, cremoso e profumato. Perfetto per le persone che vogliono degustare prodotti avendo la certezza che le materie prime siano totalmente ottenute da agricoltura biologica.","Pesto rosso bio, una ricetta che si conserva a temperatura ambiente per 18 mesi, preparato con materie prime derivate interamente da agricoltura biologica e lavorate interamente con olio extra vergine di oliva, polpa di pomodoro italiano e pomodori secchi. Semplicemente un prodotto eccezionale, cremoso e profumato. Perfetto per le persone che vogliono degustare prodotti avendo la certezza che le materie prime siano totalmente ottenute da agricoltura biologica.","Olio extravergine di oliva*, polpa di pomodoro*, pomodori secchi* 9%, basilico italiano* 6%, noci di cajou*, formaggio* (latte*, sale, caglio), aglio*, sale, antiossidante: acido ascorbico. * biologico. Il prodotto non contiene OGM.",Contiene: frutta a guscio e latte. Senza Glutine.,"Energia: 1765 kJ / 428 kcal
Grassi: 42 gr di cui acidi grassi saturi 6,5 gr
Carboidrati: 8,6 gr di cui zuccheri 5,2 gr
Proteine: 2,9 gr
Sale: 1,6 gr",Da consumare entro 24 mesi. Shelf life garantita: 3/4 (18 mesi).,,"Tal quale, pronto all’uso.",Vaso vetro + capsula in banda stagnata.,180 gr,senza glutine | bio/biologico | non contiene OGM,"Consistenza: cremosa
Colore: rosso scuro
Odore: tipico del basilico e dei pomodori secchi
Sapore: tipico del basilico e dei pomodori secchi",true,38,false,true,2024-11-12T05:37:11,2026-08-24
3029,c4ec2d70-1552-421f-8af0-f56771736c8b,pesto-rosso,Pesto rosso senza glutine 180 gr,EUR,3.45,,false,Pesto,https://ugolinigourmet.it/prodotto/pesto-rosso/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8817-pesto-rosso-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8817-pesto-rosso-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8817-pesto-rosso-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8817-pesto-rosso-ugolini-gourmet-4.jpg,"Il pesto rosso è familiarmente chiamato “pesto rosso alla genovese” fratello del pesto alla genovese classico. Ricetta preparata con italiano basilico, olio di semi di girasole e pomodori essiccati di prima qualità. L’uso dei pomodori secchi danno un forte colore rosso, rendendo questo pesto ideale per condire la pasta, gnocchi o da spalmare su crostini di pane.","Il pesto rosso è familiarmente chiamato “pesto rosso alla genovese” fratello del pesto alla genovese classico. Ricetta preparata con italiano basilico, olio di semi di girasole e pomodori essiccati di prima qualità. L’uso dei pomodori secchi danno un forte colore rosso, rendendo questo pesto ideale per condire la pasta, gnocchi o da spalmare su crostini di pane.","Olio extravergine di oliva*, polpa di pomodoro*, pomodori secchi* 9%, basilico italiano* 6%, noci di cajou*, formaggio* (latte*, sale, caglio), aglio*, sale, antiossidante: acido ascorbico. * biologico. Il prodotto non contiene OGM.",Contiene: frutta a guscio e latte. Senza Glutine.,"Energia: 1765 kJ / 428 kcal
Grassi: 42 gr di cui acidi grassi saturi 6,5 gr
Carboidrati: 8,6 gr di cui zuccheri 5,2 gr
Proteine: 2,9 gr
Sale: 1,6 gr",Da consumare entro 24 mesi. Shelf life garantita: 3/4 (18 mesi).,,"Tal quale, pronto all’uso.",Vaso vetro + capsula in banda stagnata.,180 gr,senza glutine | bio/biologico | non contiene OGM,"Consistenza: cremosa
Colore: rosso scuro
Odore: tipico del basilico e dei pomodori secchi
Sapore: tipico del basilico e dei pomodori secchi",true,363,false,true,2024-11-12T05:37:11,2026-08-24
3030,df855bc4-6678-4c9d-8997-d92f71cdf7d6,pesto-vegano,Pesto vegano al tofu senza glutine e senza lattosio 180 gr,EUR,4.44,,false,Pesto,https://ugolinigourmet.it/prodotto/pesto-vegano/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-6.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-4.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-5.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-7.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8855-pesto-vegano-ugolini-gourmet-8-scaled.jpg,"Questo pesto vegano al tofu è un’ottima alternativa al pesto tradizionale genovese al basilico. Più leggero e risultato più sano senza compromettere il gusto. Senza glutine e senza lattosio, questa salsa è l’ideale non solo per vegani ma anche per persone intolleranti al lattosio. Anima Veg ha sostituito il formaggio con il tofu per ottenere un puro risultato vegano senza rinunciare al gusto e cremosità. Altamente raccomandato per entrambi, vegani e non!","Questo pesto vegano al tofu è un’ottima alternativa al pesto tradizionale genovese al basilico. Più leggero e risultato più sano senza compromettere il gusto. Senza glutine e senza lattosio, questa salsa è l’ideale non solo per vegani ma anche per persone intolleranti al lattosio. Anima Veg ha sostituito il formaggio con il tofu per ottenere un puro risultato vegano senza rinunciare al gusto e cremosità. Altamente raccomandato per entrambi, vegani e non!","Basilico italiano 31%, olio di semi di girasole, anacardi, olio extravergine di oliva, tofu 5% (acqua, soia), sale, pinoli, aglio, antiossidante: acido ascorbico, acidificante: acido citrico. Il prodotto non contiene OGM.","Anacardi, soia. Senza glutine.","Energia: 2099 kJ / 509 kcal
Grassi: 51 gr di cui acidi grassi saturi 6,7 gr
Carboidrati: 6,6 gr di cui zuccheri 1,3 gr
Proteine: 5,3 gr
Sale: 2,0 gr",Da consumare entro 24 mesi.,,"Tal quale, pronto all’uso.",Vaso vetro + capsula alluminio.,180 gr,senza glutine | senza lattosio | vegano | non contiene OGM,"Consistenza: cremosa
Colore: verde brillante
Odore: tipico del basilico e del tofu
Sapore: tipico del basilico e del tofu",true,234,false,true,2024-11-12T05:37:11,2026-08-24
3031,4a0c2071-b414-494c-8089-6454cbca7a6c,ragu-bolognese,Ragù alla Bolognese senza glutine 180 gr,EUR,3.87,,false,Sughi,https://ugolinigourmet.it/prodotto/ragu-bolognese/,https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-5.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-3.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-4.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-6.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-7.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-8.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-9.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-1.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-2.jpg | https://ugolinigourmet.it/wp-content/uploads/2023/01/8824-ragu-alla-bolognese-ugolini-gourmet-10.jpg,"Il Ragù alla bolognese è un condimento tradizionale della cucina emiliana, preparato con polpa di pomodoro italiana e carne bovina. Ogni famiglia custodisce a ricetta passata di generazione in generazione e lo stesso è successo per la nostra ricetta del ragù alla bolognese. E, in questo modo, vogliamo arrivare sulla tavola degli italiani con un prodotto artigianale che è il risultato dell’utilizzo delle migliori materie prime. Ideale con tutti i tipi di pasta.","Il Ragù alla bolognese è un condimento tradizionale della cucina emiliana, preparato con polpa di pomodoro italiana e carne bovina. Ogni famiglia custodisce a ricetta passata di generazione in generazione e lo stesso è successo per la nostra ricetta del ragù alla bolognese. E, in questo modo, vogliamo arrivare sulla tavola degli italiani con un prodotto artigianale che è il risultato dell’utilizzo delle migliori materie prime. Ideale con tutti i tipi di pasta.","Polpa di pomodoro italiana (64%), carne bovina (13%), olio extravergine di oliva, concentrato di pomodoro, cipolla, sale, carote, aglio, spezie. Il prodotto non contiene OGM.",Può contenere tracce di frutta a guscio e latte. Senza Glutine.,"Energia: 555 kJ / 134 kcal
Grassi: 10 gr di cui acidi grassi saturi 2,1 gr
Carboidrati: 4,4 gr di cui zuccheri 3,8 gr
Proteine: 5,8 gr
Sale: 2,0 gr",Da consumare entro 24 mesi. Shelf life garantita: 3/4 (18 mesi).,,"Tal quale, pronto all’uso.",Vaso vetro + capsula in banda stagnata.,180 gr,senza glutine | non contiene OGM,"Consistenza: cremosa
Colore: rosso tendente all’arancione
Odore: tipico della polpa di pomodoro e della carne
Sapore: tipico della polpa di pomodoro e della carne",true,52,false,true,2024-11-12T05:37:12,2026-08-24
